departure_time_current,departure_time_original,flight_status,delay_minutes,delay_status,destination,flight_number,company,check_in_desk,terminal,boarding_gate,getting_there,date_saved
2025-03-19T10:05:00Z,2025-03-19T10:05:00Z,NA,0,On Time,LYON (LYS),"IBE1179, AAL8701, QTR8078","Iberia, American Airlines, Qatar Airways",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:05:00Z,2025-03-19T10:05:00Z,NA,0,On Time,ZURICH (ZRH),SWR2027,Swiss International Airlines,415 - 419,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,NA,0,On Time,MILAN /MALPENSA (MXP),RYR2753,Ryanair,356 - 359,T1,C,-,2025-03-19T01:14:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,NA,0,On Time,ROMA /FIUMICINO (FCO),IBE0661,Iberia,850 - 859,T4,J,-,2025-03-19T01:14:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,NA,0,On Time,VENECIA /MARCO POLO (VCE),RYR1206,Ryanair,356 - 359,T1,C,-,2025-03-19T01:14:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,NA,0,On Time,BUCAREST (OTP),WMT3172,Wizz Air Malta (WMT),557 - 558,T2,D,-,2025-03-19T01:14:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,NA,0,On Time,LONDRES /STANSTED (STN),RYR5993,Ryanair,356 - 359,T1,A,-,2025-03-19T01:14:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,NA,0,On Time,PALMA DE MALLORCA (PMI),"AEA6013, ETD4363, AMX6952, AFR4800, DAL6756","Air Europa, Etihad Airways, Aeromexico, Air France, Delta",516 - 532,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,NA,0,On Time,HELSINKI (HEL),"FIN1662, IBE6444, JAL6852","Finnair, Iberia, -",730 - 733,T4,J,-,2025-03-19T01:14:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,NA,0,On Time,LISBOA (LIS),"TAP1011, CCA7050, UAL6858, AZU7197, UAE4857, AVA2489, RZO8691","TAP Air Portugal, Air China, United Airlines, -, Emirates, Avianca, sata-internacional",405 - 408,T2,D,-,2025-03-19T01:14:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,NA,0,On Time,MARSELLA (MRS),"IBE1169, CPA1875, QTR8083, AAL8812","Iberia, Cathay Pacific, Qatar Airways, American Airlines",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:25:00Z,2025-03-19T10:25:00Z,NA,0,On Time,LISBOA (LIS),"AEA1153, AMX6914, ETH1427, AZU7854","Air Europa, Aeromexico, Ethiopian, -",516 - 532,T2,D,-,2025-03-19T01:14:00Z
2025-03-19T10:25:00Z,2025-03-19T10:25:00Z,NA,0,On Time,MEXICO (MEX),AMX002,Aeromexico,164 - 173,T1,B,-,2025-03-19T01:14:00Z
2025-03-19T10:30:00Z,2025-03-19T10:30:00Z,NA,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"AAL8651, AVA6078, QTR7246, CPA1827, VLG5116, IBE0409S, LAN1624, IBE0409","American Airlines, Avianca, Qatar Airways, Cathay Pacific, Vueling, Iberia, LATAM Airlines",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:30:00Z,2025-03-19T10:30:00Z,NA,0,On Time,SHANGHAI (PVG),CES710,China Eastern,240 - 250,T1,B,-,2025-03-19T01:14:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,NA,0,On Time,A CORUÑA (LCG),"AEA7231, AMX6963, AFR4805, KLM3332, ETD4362, DAL6753","Air Europa, Aeromexico, Air France, KLM, Etihad Airways, Delta",516 - 532,T2,D,-,2025-03-19T01:14:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,NA,0,On Time,LONDRES / HEATHROW (LHR),BAW457,British Airways,736 - 739,T4S,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,NA,0,On Time,OPORTO (OPO),"AEA1145, DAL6754, AMX6893","Air Europa, Delta, Aeromexico",516 - 532,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,NA,0,On Time,OSLO / GARDERMOEN (OSL),"IBE0953, VLG5200","Iberia, Vueling",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:40:00Z,2025-03-19T10:40:00Z,NA,0,On Time,ATENAS (ATH),"IBE0833, VLG5174","Iberia, Vueling",850 - 859,T4,J,-,2025-03-19T01:14:00Z
2025-03-19T10:40:00Z,2025-03-19T10:35:00Z,NA,5,On Time,MALAGA-COSTA DEL SOL (AGP),"AEA5043, CES4970, ETD7573, AMX6871","Air Europa, China Eastern, Etihad Airways, Aeromexico",516 - 532,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T10:40:00Z,2025-03-19T10:40:00Z,NA,0,On Time,VIGO (VGO),"AEA7302, KLM3316, DAL6755, AMX6901, AFR4799, ETD4391","Air Europa, KLM, Delta, Aeromexico, Air France, Etihad Airways",516 - 532,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T10:45:00Z,2025-03-19T10:40:00Z,NA,5,On Time,BRUSELAS /CHARLEROI (CRL),RYR5462,Ryanair,356 - 359,T1,C,-,2025-03-19T01:14:00Z
2025-03-19T10:45:00Z,2025-03-19T10:45:00Z,NA,0,On Time,NUEVA YORK-J.F.KENNEDY (JFK),"AAL095, IBE4001, FIN4007, ASA6995, BAW1567","American Airlines, Iberia, Finnair, -, British Airways",940 - 949,T4S,NA,-,2025-03-19T01:14:00Z
2025-03-19T10:50:00Z,2025-03-19T10:50:00Z,NA,0,On Time,VARSOVIA/MODLIN (WMI),RYR1062,Ryanair,356 - 359,T1,C,-,2025-03-19T01:14:00Z
2025-03-19T10:55:00Z,2025-03-19T10:55:00Z,NA,0,On Time,BOGOTA /EL DORADO (BOG),"AVA183, UAE3812, ETD2605","Avianca, Emirates, Etihad Airways",960 - 969,T4S,S,-,2025-03-19T01:14:00Z
2025-03-19T10:55:00Z,2025-03-19T10:55:00Z,NA,0,On Time,EINDHOVEN (EIN),RYR3066,Ryanair,356 - 359,T1,C,-,2025-03-19T01:14:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,NA,0,On Time,AMSTERDAM /SCHIPHOL (AMS),"KLM1502, DAL9613, KQA1702, ETD7344, SAS6705, CXA9651, CSN7763, ARG7816","KLM, Delta, -, Etihad Airways, SAS Scandinavian Airlines, Aerolíneas Argentinas",427 - 431,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,NA,0,On Time,BILBAO (BIO),"AEA7157, KLM3354, CES4974, ETD4335, AMX6891","Air Europa, KLM, China Eastern, Etihad Airways, Aeromexico",516 - 532,T2,E,-,2025-03-19T01:14:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,NA,0,On Time,LIMA (LIM),PUE301,Plus Ultra,974 - 979,T4S,NA,-,2025-03-19T01:14:00Z
2025-03-19T11:05:00Z,2025-03-19T11:05:00Z,NA,0,On Time,HONG KONG (HKG),CPA372,Cathay Pacific,914 - 919,T4S,NA,-,2025-03-19T01:14:00Z
2025-03-19T11:10:00Z,2025-03-19T11:10:00Z,NA,0,On Time,CASABLANCA /MOHAMED V (CMN),"IBE1355, VLG5371, AAL8693, QTR6981, BAW7264","Iberia, Vueling, American Airlines, Qatar Airways, British Airways",850 - 859,T4S,S,-,2025-03-19T01:14:00Z
2025-03-19T11:10:00Z,2025-03-19T11:10:00Z,NA,0,On Time,PALMA DE MALLORCA (PMI),"IBS1659, QTR6997, VLG5762, AVA6112, AAL8669, IBE1659","Iberia Express, Qatar Airways, Vueling, Avianca, American Airlines, Iberia",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T11:15:00Z,2025-03-19T11:15:00Z,NA,0,On Time,BRISTOL (BRS),EZY2708,easyJet UK,327 - 329,T1,A,-,2025-03-19T01:14:00Z
2025-03-19T11:15:00Z,2025-03-19T11:15:00Z,NA,0,On Time,NUEVA YORK / NEWARK-NUEVA JERSEY (EWR),"UAL050, ACA3921, DLH7971","United Airlines, Air Canada, Lufthansa",140 - 144,T1,A,-,2025-03-19T01:14:00Z
2025-03-19T11:25:00Z,2025-03-19T11:25:00Z,NA,0,On Time,FUERTEVENTURA (FUE),"IBS1521, VLG5454, AAL8528, QTR6578","Iberia Express, Vueling, American Airlines, Qatar Airways",850 - 859,T4,NA,-,2025-03-19T01:14:00Z
2025-03-19T23:35:00Z,2025-03-19T23:55:00Z,Closed,-20,Early,SAO PAULO /GUARULHOS (GRU),"ELY9201, BAW4287, QTR5088, LAN7099, JAL6992, FIN5379","Iberia, Finnair, El Al Israel Airlines, British Airways, -",810 - 829,T4S,S26 - S25,T4S S26 S25,2025-03-19T01:14:00Z
2025-03-19T23:41:00Z,2025-03-19T23:00:00Z,Ended,41,Late,LONDRES /STANSTED (STN),HAT2824,-,765 - 765,T4,S132,T4 S132,2025-03-19T01:14:00Z
2025-03-19T23:44:00Z,2025-03-19T23:45:00Z,Ended,-1,On Time,ASUNCION (ASU),"AEA023, THY9394, ETD4382","Air Europa, Turkish Airlines, Etihad Airways",214 - 222,T1,B24,T1 B24,2025-03-19T01:14:00Z
2025-03-19T23:51:00Z,2025-03-19T23:45:00Z,Ended,6,On Time,LIMA (LIM),"AEA175, ETD7575, CES4990","Air Europa, Etihad Airways, China Eastern",214 - 222,T1,B25,T1 B25,2025-03-19T01:14:00Z
2025-03-19T23:55:00Z,2025-03-19T23:55:00Z,Closed,0,On Time,SAO PAULO /GUARULHOS (GRU),"CES4984, ETD4375","Aeromexico, Etihad Airways",214 - 222,T1,B28,T1 B28,2025-03-19T01:14:00Z
2025-03-19T23:57:00Z,2025-03-19T23:55:00Z,Ended,2,On Time,SAO PAULO /GUARULHOS (GRU),AEA057,NA,214 - 222,T1,B28,T1 B28,2025-03-19T01:14:00Z
2025-03-19T23:58:00Z,2025-03-19T23:45:00Z,Ended,13,Late,BOGOTA /EL DORADO (BOG),"IBE0155, BAW4233, LAN1602, FIN5389, QTR5098","Iberia, British Airways, LATAM Airlines, Finnair, Qatar Airways",810 - 829,T4S,S41 - S42,T4S S41 S42,2025-03-19T01:14:00Z
2025-03-20T00:02:00Z,2025-03-19T23:45:00Z,Ended,17,Late,MEXICO (MEX),"IBE0303, FIN5554, ELY9231, BAW4285, QTR5066","Iberia, Finnair, El Al Israel Airlines, British Airways, Qatar Airways",810 - 829,T4S,S10 - S9,T4S S10 S9,2025-03-19T01:14:00Z
2025-03-20T00:12:00Z,2025-03-19T23:55:00Z,Ended,17,Late,BUENOS AIRES/MINISTRO PISTARINI (EZE),"IBE0101, JAL6996, QTR6915, FIN5371, BAW4291","Iberia, -, Qatar Airways, Finnair, British Airways",810 - 829,T4S,S29 - S30,T4S S29 S30,2025-03-19T01:14:00Z
2025-03-20T00:12:00Z,2025-03-19T23:55:00Z,Ended,17,Late,SANTIAGO DE CHILE (SCL),"IBE0117, BAW4289, QTR5354, LAN5404, ELY9209, FIN5387, JAL6994","Iberia, , Qatar Airways, British Airways, Air Europa, -",810 - 829,T4S,S37 - S38,T4S S37 S38,2025-03-19T01:14:00Z
2025-03-20T00:14:00Z,2025-03-19T23:55:00Z,Ended,19,Late,MONTEVIDEO (MVD),"IBE0169, JAL6990, QTR5058, BAW4211","Etihad Airways, -, Qatar Airways, British Airways",810 - 829,T4S,S14,T4S S14,2025-03-19T01:14:00Z
2025-03-20T00:17:00Z,2025-03-19T23:55:00Z,Closed,22,Late,BUENOS AIRES/MINISTRO PISTARINI (EZE),"AEA041, ARG7359, ETD4369","Air Europa, Aerolíneas Argentinas, Etihad Airways",218 - 222,T1,B19,T1 B19,2025-03-19T01:14:00Z
2025-03-20T01:20:00Z,2025-03-19T23:45:00Z,Delayed,95,Late,MEXICO (MEX),AMX022,Aeromexico,168 - 173,T1,B25,T1 B25,2025-03-19T01:14:00Z
2025-03-19T00:22:00Z,2025-03-19T00:10:00Z,Ended,12,Late,LIMA (LIM),"IBE0123, FIN5559, LAN1603, BAW7231, QTR6537","Iberia, Finnair, LATAM Airlines, British Airways, Qatar Airways",810 - 829,T4S,S39 - S40,T4S S39 S40,2025-03-19T00:22:00Z
2025-03-19T00:30:00Z,2025-03-19T00:30:00Z,,0,On Time,CARACAS (CCS),LER2922,Laser Airlines,,T1,B26,T1 B26,2025-03-19T00:22:00Z
2025-03-19T00:35:00Z,2025-03-19T00:35:00Z,Last Call,0,On Time,BOGOTA /EL DORADO (BOG),"AVA047, ETD2606, UAE3811","Avianca, Etihad Airways, Emirates",960 - 969,T4S,S8 - S7,T4S S8 S7,2025-03-19T00:22:00Z
2025-03-19T00:45:00Z,2025-03-19T00:45:00Z,Closed,0,On Time,LIMA (LIM),LPE2485,LATAM Airlines,940 - 949,T4S,S27 - S28,T4S S27 S28,2025-03-19T00:22:00Z
2025-03-19T01:45:00Z,2025-03-19T01:40:00Z,,5,On Time,BEIJING / CAPITAL (PEK),CCA898,Air China,319 - 324,T1,B20,T1 B20,2025-03-19T00:22:00Z
2025-03-19T05:45:00Z,2025-03-19T05:45:00Z,,0,On Time,LONDRES /STANSTED (STN),RYR2629,Ryanair,356 - 356,T1,B,-,2025-03-19T00:22:00Z
2025-03-19T05:50:00Z,2025-03-19T05:50:00Z,,0,On Time,ROMA /FIUMICINO (FCO),"ITY059, AVA6210","ITA Airways, Avianca",401 - 404,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:00:00Z,2025-03-19T06:00:00Z,,0,On Time,AMSTERDAM /SCHIPHOL (AMS),"KLM1500, CSN7762, CXA9649, KQA1698, GLO5691, SAS6703, DAL9616, ETD7343, GIA9493, CES1846","KLM, -, SAS Scandinavian Airlines, Delta, Etihad Airways, China Eastern",423 - 431,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:00:00Z,2025-03-19T06:00:00Z,,0,On Time,LANZAROTE CÉSAR MANRIQUE (ACE),RYR2015,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T06:00:00Z,2025-03-19T06:00:00Z,,0,On Time,PARIS /CHARLES DE GAULLE (CDG),"AFR1401, MAU9423, KQA3023, HVN3137, GLO5192, DAL8571, CES1712, AEA2225, SAS9852, WJA5183, SIA1881","Air France, -, Delta, China Eastern, Air Europa, SAS Scandinavian Airlines, Westjet Airlines LTD, Singapore Airlines",423 - 431,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:10:00Z,2025-03-19T06:10:00Z,,0,On Time,CRACOVIA (KRK),RYR5356,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T06:10:00Z,2025-03-19T06:10:00Z,,0,On Time,FRANKFURT (FRA),"DLH1121, UAL8982, AUA7456","Lufthansa, United Airlines, Austrian Airlines",415 - 419,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:15:00Z,2025-03-19T06:15:00Z,,0,On Time,TANGER (TNG),RYR3876,Ryanair,356 - 358,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T06:20:00Z,2025-03-19T06:20:00Z,,0,On Time,GRAN CANARIA (LPA),"IBS1601, AVA6085, IBE1601, VLG5403, QTR5076","Iberia Express, Avianca, Iberia, Vueling, Qatar Airways",850 - 859,T4,H,-,2025-03-19T00:22:00Z
2025-03-19T06:20:00Z,2025-03-19T06:20:00Z,,0,On Time,TENERIFE NORTE-C. LA LAGUNA (TFN),"IBS1561, AVA6092, QTR5360, VLG5482, IBE1561","Iberia Express, Avianca, Qatar Airways, Vueling, Iberia",850 - 859,T4S,M,-,2025-03-19T00:22:00Z
2025-03-19T06:25:00Z,2025-03-19T06:25:00Z,,0,On Time,BRUSELAS (BRU),"BEL3732, UAL9956","Brussels Airlines, United Airlines",415 - 420,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T06:30:00Z,2025-03-19T06:30:00Z,,0,On Time,BILBAO (BIO),"AEA7161, KLM3330, AMX6818","Air Europa, KLM, Aeromexico",508 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T06:30:00Z,2025-03-19T06:30:00Z,,0,On Time,FUERTEVENTURA (FUE),RYR5468,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T06:30:00Z,2025-03-19T06:30:00Z,,0,On Time,LISBOA (LIS),"AEA1159, AMX6898, AZU7855","Air Europa, Aeromexico, -",508 - 532,T2,C,-,2025-03-19T00:22:00Z
2025-03-19T06:35:00Z,2025-03-19T06:35:00Z,,0,On Time,MALAGA-COSTA DEL SOL (AGP),"AEA5035, AMX6841","Air Europa, Aeromexico",508 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T06:35:00Z,2025-03-19T06:35:00Z,,0,On Time,OPORTO (OPO),"AEA1147, AMX6908","Air Europa, Aeromexico",508 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T06:40:00Z,2025-03-19T06:40:00Z,,0,On Time,A CORUÑA (LCG),"AEA7233, AFR4833, AMX6906, DAL6762, KLM3315","Air Europa, Air France, Aeromexico, Delta, KLM",508 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:45:00Z,2025-03-19T06:45:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"VLG5006, LAN1518, IBE0401S, AVA6029, DTA6002, FIN5571, IBE0401","Vueling, LATAM Airlines, Iberia, Avianca, TAAG, Finnair",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T06:45:00Z,2025-03-19T06:45:00Z,,0,On Time,VIGO (VGO),"AEA7308, KLM3367, AFR4791, AMX6942","Air Europa, KLM, Air France, Aeromexico",508 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T06:50:00Z,2025-03-19T06:50:00Z,,0,On Time,INNSBRUCK (INN),IBE0801,Iberia,850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T06:55:00Z,2025-03-19T06:55:00Z,,0,On Time,LONDRES / HEATHROW (LHR),"IBE0711, BAW7052","Iberia, British Airways",900 - 906,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T06:55:00Z,2025-03-19T06:55:00Z,,0,On Time,VENECIA /MARCO POLO (VCE),"AEA1081, AMX6954, CES4982","Air Europa, Aeromexico, China Eastern",508 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:00:00Z,2025-03-19T07:00:00Z,,0,On Time,GRAN CANARIA (LPA),IBB6017,Binter Canarias,545 - 547,T2,C,-,2025-03-19T00:22:00Z
2025-03-19T07:00:00Z,2025-03-19T07:00:00Z,,0,On Time,TENERIFE NORTE-C. LA LAGUNA (TFN),IBB6073,Binter Canarias,545 - 547,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,ALICANTE-ELCHE MIGUEL HDEZ. (ALC),"AEA4047, ETD4301, AMX6892","Air Europa, Etihad Airways, Aeromexico",513 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,AMSTERDAM /SCHIPHOL (AMS),"AEA1091, GIA9469, AMX6894, CAL9231, DAL6777, CXA9551, KLM3390","Air Europa, -, Aeromexico, Delta, KLM",516 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,FRANKFURT (FRA),"AEA1503, AMX6888, CAL9235, HVN3166","Air Europa, Aeromexico, -",513 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,GRAN CANARIA (LPA),"AEA9156, AMX6916","Air Europa, Aeromexico",513 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,MARRAKECH (RAK),RYR6721,Ryanair,356 - 358,T1,B,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,MUNICH (MUC),"AEA1515, AMX6900, ETD4353","Air Europa, Aeromexico, Etihad Airways",513 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,ROMA /FIUMICINO (FCO),"AEA1043, AMX6862, MEA4043, ITY7115","Air Europa, Aeromexico, Middle East Airlines, ITA Airways",513 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,TENERIFE NORTE-C. LA LAGUNA (TFN),"AEA9059, KLM3371, AMX6997","Air Europa, KLM, Aeromexico",513 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:05:00Z,2025-03-19T07:05:00Z,,0,On Time,VALENCIA (VLC),"AEA4063, AMX6982, ETD7519","Air Europa, Aeromexico, Etihad Airways",513 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T07:10:00Z,2025-03-19T07:10:00Z,,0,On Time,BURDEOS (BOD),"IBE1199, VLG5510, QTR7248, AAL8621","Iberia, Vueling, Qatar Airways, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:10:00Z,2025-03-19T07:10:00Z,,0,On Time,MILAN /MALPENSA (MXP),"AEA1065, AMX6902, MEA4045","Air Europa, Aeromexico, Middle East Airlines",513 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:10:00Z,2025-03-19T07:10:00Z,,0,On Time,PALMA DE MALLORCA (PMI),"IBS1651, IBE1651, AVA6061, AAL8690, VLG5084, QTR8081","Iberia Express, Iberia, Avianca, American Airlines, Vueling, Qatar Airways",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:10:00Z,2025-03-19T07:20:00Z,,-10,Early,TOULOUSE (TLS),"IBE1189, AAL8753","Iberia, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:10:00Z,2025-03-19T07:10:00Z,,0,On Time,VIGO (VGO),"IBE0465, VLG5044, AAL8709, DTA6530","Iberia, Vueling, American Airlines, TAAG",850 - 859,T4,H,-,2025-03-19T00:22:00Z
2025-03-19T07:15:00Z,2025-03-19T07:15:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"FIN5573, QTR6857, LAN1519, AAL8726, AVA6028, IBE0403S, VLG5010, IBE0403","Finnair, Qatar Airways, LATAM Airlines, American Airlines, Avianca, Iberia, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:15:00Z,2025-03-19T07:15:00Z,,0,On Time,GINEBRA (GVA),"IBE1275, FIN5569, AAL8821, DTA6484","Iberia, Finnair, American Airlines, TAAG",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:15:00Z,2025-03-19T07:15:00Z,,0,On Time,LISBOA (LIS),"IBE1139, AAL8545, QTR6917, BAW7081","Iberia, American Airlines, Qatar Airways, British Airways",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,A CORUÑA (LCG),"IBE0453, AAL8648","Iberia, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,ALICANTE-ELCHE MIGUEL HDEZ. (ALC),"IBE1009, QTR8095, DTA8858, AAL8608, VLG5572, AVA6027","Iberia, Qatar Airways, TAAG, American Airlines, Vueling, Avianca",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,BRUSELAS (BRU),"AEA1171, AMX6821","Air Europa, Aeromexico",516 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,MALAGA-COSTA DEL SOL (AGP),"IBS1731, IBE1731, VLG5436, AAL8606, QTR6539, JAL6971, AVA6151","Iberia Express, Iberia, Vueling, American Airlines, Qatar Airways, -, Avianca",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,OPORTO (OPO),"IBE0543, DTA6090, AAL8840, VLG5304","Iberia, TAAG, American Airlines, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,PARIS /ORLY (ORY),"IBE0569, VLG5131, AAL8682","Iberia, Vueling, American Airlines",850 - 859,T4S,M,-,2025-03-19T00:22:00Z
2025-03-19T07:20:00Z,2025-03-19T07:20:00Z,,0,On Time,SEVILLA (SVQ),"IBS1751, QTR6909, AAL8696, IBE1751, AVA6070, JAL6975, VLG5494","Iberia Express, Qatar Airways, American Airlines, Iberia, Avianca, -, Vueling",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:25:00Z,2025-03-19T07:25:00Z,,0,On Time,ASTURIAS (OVD),"IBE0477, VLG5019, AAL8687, AVA6048","Iberia, Vueling, American Airlines, Avianca",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:25:00Z,2025-03-19T07:30:00Z,,-5,On Time,BILBAO (BIO),"IBE0429, AAL8618, AVA6110, DTA6448, LAN5414, VLG5014","Iberia, American Airlines, Avianca, TAAG, LATAM Airlines, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:25:00Z,2025-03-19T07:25:00Z,,0,On Time,MUNICH (MUC),"DLH1807, AUA7446","Lufthansa, Austrian Airlines",415 - 419,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:30:00Z,2025-03-19T07:30:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"AEA7701, ARG7322, KAL6651, ETD4302, AMX6896, DAL6768","Air Europa, Aerolíneas Argentinas, KOREAN AIR, Etihad Airways, Aeromexico, Delta",516 - 532,T2,C,-,2025-03-19T00:22:00Z
2025-03-19T07:30:00Z,2025-03-19T07:30:00Z,,0,On Time,MILAN /MALPENSA (MXP),"IBE0671, AAL8505","Iberia, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:30:00Z,2025-03-19T07:30:00Z,,0,On Time,NANTES-ATLANTIQUE (NTE),"IBE1219, AAL8676, VLG5834, QTR8032","Iberia, American Airlines, Vueling, Qatar Airways",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:30:00Z,2025-03-19T07:30:00Z,,0,On Time,SAN SEBASTIÁN (EAS),"IBE0443, AVA6034, VLG5204","Iberia, Avianca, Vueling",850 - 859,T4,H,-,2025-03-19T00:22:00Z
2025-03-19T07:30:00Z,2025-03-19T07:30:00Z,,0,On Time,SANTIAGO-ROSALÍA DE CASTRO (SCQ),"IBE1047, AAL8849, AVA6124","Iberia, American Airlines, Avianca",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:35:00Z,2025-03-19T07:35:00Z,,0,On Time,BERLIN BRANDENBURG (BER),"IBS1801, VLG5334, JAL6979, IBE1801, AAL8615","Iberia Express, Vueling, -, Iberia, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:35:00Z,2025-03-19T07:35:00Z,,0,On Time,LONDRES /GATWICK (LGW),"AEA1013, ARG7340, AMX6890","Air Europa, Aerolíneas Argentinas, Aeromexico",218 - 221,T1,B,-,2025-03-19T00:22:00Z
